dataset,layer_type,structure,experiment,timestep,mean_nnrd,std_nnrd,median_nnrd,q25_nnrd,q75_nnrd,min_nnrd,max_nnrd,n_successful,individual_scores
synth-easy,gin,False,synth-easy_gin_structFalse,18,-0.2116034733232217,0.006905256631121244,-0.2156304493634017,-0.2164625364948669,-0.2087578981716665,-0.21729462362633215,-0.20188534697993135,3,"[-0.20188534697993135, -0.21729462362633215, -0.2156304493634017]"
synth-easy,gin,False,synth-easy_gin_structFalse,19,-0.2028519056395298,0.005582504015543416,-0.20467224862863986,-0.20663344934448674,-0.19998053342912786,-0.20859465006033365,-0.19528881822961583,3,"[-0.20859465006033365, -0.20467224862863986, -0.19528881822961583]"
synth-structure,gin,False,synth-structure_gin_structFalse,2,0.34656149907348505,1.1023781736681277e-05,0.3465639762450196,0.34655545347024125,0.3465687832624961,0.3465469306954629,0.34657359027997264,3,"[0.3465639762450196, 0.3465469306954629, 0.34657359027997264]"
synth-structure,gin,False,synth-structure_gin_structFalse,3,0.3233146281224429,0.00520551726456928,0.321768986755487,0.31981155451844895,0.3260448810429589,0.3178541222814109,0.3303207753304308,3,"[0.321768986755487, 0.3178541222814109, 0.3303207753304308]"
synth-structure,gin,False,synth-structure_gin_structFalse,4,0.32502954490677466,0.0055700564834946275,0.3278505242139195,0.3225500664074509,0.3289195130596709,0.3172496086009823,0.3299885019054222,3,"[0.3278505242139195, 0.3172496086009823, 0.3299885019054222]"
synth-structure,gin,False,synth-structure_gin_structFalse,5,0.3118548564464729,0.0019264337299703842,0.3123381305044692,0.3108146888485871,0.3131366610733568,0.30929124719270495,0.3139351916422445,3,"[0.3139351916422445, 0.30929124719270495, 0.3123381305044692]"
synth-structure,gin,False,synth-structure_gin_structFalse,6,0.3146863105441983,0.003973982162755337,0.31203217347301687,0.311877696519705,0.31616785603310094,0.31172321956639304,0.32030353859318494,3,"[0.31203217347301687, 0.31172321956639304, 0.32030353859318494]"
synth-structure,gin,False,synth-structure_gin_structFalse,7,0.3127255016706542,0.0028959724509006017,0.3120022467175943,0.3107991463717827,0.31429022949299573,0.3095960460259711,0.31657821226839716,3,"[0.31657821226839716, 0.3095960460259711, 0.3120022467175943]"
synth-structure,gin,False,synth-structure_gin_structFalse,8,0.3080878992153553,0.006671366478691151,0.30928550066534116,0.3043349851430272,0.3124396140126763,0.29938446962071324,0.31559372736001146,3,"[0.29938446962071324, 0.31559372736001146, 0.30928550066534116]"
synth-structure,gin,False,synth-structure_gin_structFalse,9,0.32128997398143017,0.005581872537842024,0.3231317680486855,0.31842657692784515,0.3250742680686428,0.3137213858070048,0.32701676808860014,3,"[0.3137213858070048, 0.32701676808860014, 0.3231317680486855]"
